"Pawnee National Grassland - United States of America";"30d0d5c5-7c98-499f-ab0d-c8aaa1ddf621"
"Estacion de Investigacion Caparo - Venezuela";"09cbbf0e-b052-49bf-9a6e-7df7a8f17356"
"Estacion Biologica Rancho Grande Dr. Alberto Fernandez-Y Lopez - Venezuela";"d7d3f6b1-742c-4b70-9916-c80812aa600a"
"Estacion de Investigaciones Marinas - Venezuela (Bolivarian Republic of)";"aafbf86b-10ea-45b6-8893-b6e80bde7df4"
"Estacion Cientifica Parupa - Venezuela";"8eff553e-2819-4420-b39a-bf0284bdc40d"
"Estacion de Investigaciones Forestales El Merey - Venezuela (Bolivarian Republic of)";"ec559684-a99a-4920-b545-b40651426aff"
"Estacion de Investigaciones La Iguana - Venezuela (Bolivarian Republic of)";"dcf9f69f-270f-4252-84bc-3cae2a76c834"
"Instituto de Biologica Experimental IBE Arboretum - Venezuela (Bolivarian Republic of)";"be133e39-5804-4cfe-9979-a54e32d6cf4e"
"Apelsvoll - Norway";"4963e61f-c37e-4fa2-b2eb-f7d476f0cd74"
"Beano - Italy";"4e645ab1-61d5-4414-92a2-eeb912f5e515"
"Hyytiälä SMEAR II LTER - Finland";"663dac80-211d-4c19-a356-04ee0da0f0eb"
"TERENO Harz/Central German Lowland LTER - Germany";"d6ce4453-17a8-49d8-9c02-caae8b6629a6"
"Höglwald Forest - Germany";"81ebbd78-2ff4-44d5-8900-af4fd178dcff"
"Jena - Germany";"fb7a22f8-1d99-4366-8344-b73184cdfb53"
"Lusignan - France";"45889cba-fc5b-4e99-9da7-01f17c050b41"
"Montpellier Ecotron - France";"f40d981c-6543-4217-b860-a10ec9a3c836"
"Pierroton - France";"0a32df1c-bc8c-4c3e-b436-52fbbe11f200"
"Puechabon - France";"cfee2545-bebd-4861-aa5f-7ae53a764149"
"Tetto Frati - Italy";"e8a54b19-642a-4dd3-b5a4-253c492a19de"
"Therwil - Switzerland";"0d498336-4555-4abc-8531-54acb1e14458"
"Tolfa-Allumiere - Italy";"5c3d96e4-1db3-4615-a982-9eab819d613a"
"Silwood Park Ecotron - United Kingdom";"63fcc185-d5c6-4452-869b-ef4407f68cf4"
"West Estonian Archipelago - Estonia";"7bc2d2b0-9a42-409f-b8fb-9e2a57075e2c"
"Ascania-Nova - Ukraine";"8a175cb4-107d-4fbf-8d25-a0507b8384ba"
"Lake Mikolajskie - Poland";"0ce0d289-9ef9-4232-a981-8f34869db76d"
"Solina-Myczkowce cascade system - Poland";"850c0f0b-616f-4560-bb09-3bcbf4485884"
"Zegrzynski Reservoir - Poland";"c666c58f-4440-4f2e-9f3f-3e2ebe7c3aa1"
"Kamanos State Strict N. Reserve - Lithuania";"9317bb08-d389-4e29-9d50-16a55e3e8a9f"
"Katowice - Poland";"70d7113c-1afb-4c5c-89a4-7dbd69de55b1"
"Tarnowskie Gry - Poland";"c09f9c23-7a79-45a4-891e-4a34de5533db"
"Konin - Poland";"6b9e2c50-5fae-415d-a3c0-cd2b14fd9b27"
"Lake Druksiai - Lithuania";"38f10159-6e84-41db-a6d5-d60aab3e029f"
"Cepkeliai State Strict N. Reserve and the Katra River - Lithuania";"865260f6-7604-493e-9868-05a663ac3b16"
"Vilsandi - Estonia";"1c1047d5-2fec-4cc0-ba1e-6d800ae02296"
"Nagybugac Forest Reserve - Hungary";"b87a8d51-e6af-4209-b481-9c949c6ddba8"
"Kunpeszer_forest_reserve - Hungary";"d9d2716d-c76d-4b5c-b2ef-a797c9baa532"
"Kozoserdo_forest_reserve - Hungary";"917a157c-b2ca-4ec6-a7a5-31874acf6975"
"Kiskun Forest Reserve Sites, KISKUN LTER - Hungary";"3d1e8f7b-a50b-43b3-8395-287efd5c7f9f"
"VULCAN Kiskunsag, KISKUN LTER - Hungary";"3017d91e-8117-4b0a-bba7-de93d739ef5e"
"Baixa Limia-Xurs / Ourense (ES-SNE) - Spain";"9e665ebc-9612-42d5-aa6e-1da0434ab9c5"
"IT02-Forests of the Alps - Italy";"ede67a31-079a-4db5-b3a2-83b22054c661"
"Plum Island Ecosystems - United States of America";"4c2cfbde-0fcf-4a87-99ee-52182bfa240a"
"Arctic Tundra LTER - United States of America";"84d76cec-a04a-44d5-9c11-30db0c2ea8a8"
"Luquillo Long-Term Ecological Research - Puerto Rico";"bd0b5bcf-4f2e-4038-8275-629ffa5bf2aa"
"Palmer Station LTER - United States of America";"0c24abb5-ebe1-49ef-a324-fd9d16ae3ee5"
"Blue Ridge Physiographic Province - United States of America";"7c393f27-a1fd-4539-8a98-b916958dce0e"
"California Current Ecosystem - United States of America";"9b3e111c-549d-4575-abe8-93b3f8210e74"
"IT17-Antarctica Research Station - Antarctica";"a0df48f6-bd2b-42b2-919a-77cb41220440"
"IT16-Lagoon of Venice - Italy";"cda8c930-378e-44f7-82aa-ea58bf57b611"
"Omora Ethnobotanical Park Cape Horn LTER - Chile";"e8276302-13dc-4934-b6ae-5da4f9c4c26b"
"IT12-Northern Adriatic Sea - Italy";"92fd6fad-99cd-4972-93bd-c491f0be1301"
"Hesse - France";"b47f5a24-2f3f-4ffb-8a16-76b011aa8569"
"Ecological research site of Fujinitayama - Japan";"c470ad34-31d9-41c2-837b-0dfc8ecab70d"
"Ecological research site of Hinanohara - Japan";"74aa586b-8ff9-48f5-8be4-ffd425801bd3"
"SAWA Platform - Jordan";"59135db4-1a43-4632-b926-cad81f132c44"
"Lange Bramke - Germany";"8e24d4f8-d6f6-4463-83e9-73cac2fd3f38"
"Vindelfjällens Research Station (Vindelfjällens forskningsstation) - Sweden";"77a7d110-e43a-4b73-beb9-0a387e487550"
"Kiskun Restoration Experiments, KISKUN LTER - Hungary";"c7a1d72c-7296-49e7-813a-890a11cf0ae9"
"Kiskun Site Network (Jedlik), KISKUN LTER - Hungary";"cc6ee9af-f985-4bff-bf6c-2b8ce2eda3f3"
"IT10-Lake ecosystems of Sardinia - Italy";"67757ba9-c40c-4e2c-bdad-bc26905a738e"
"Collelongo-Selva Piana ABR1 - Italy";"9b1d144a-dc37-4b0e-8cda-1dda1d7667da"
"Sierra Nevada Global-Change Observatory (UGR-JA) - Spain";"e51cee43-dc12-4545-8e5b-dad35431e3f7"
"LTSER Lago di Tovel - Italy";"f3146959-ae18-4b4e-a9be-16634b0b530a"
"Värriö Research Station (Värriö LTER) - Finland";"b471311f-e819-4f6f-bbae-1ac86cd9777f"
"Aiguestortes / Lleida (ES-SNE) - Spain";"cf8247a0-e3d7-499f-84a9-3b2d1215fe06"
"Lago Maggiore - Italy";"f30007c4-8a6e-4f11-ab87-569db54638fe"
"Lago di Candia - Italy";"c7fe4203-24b1-4d11-a573-99b99204fede"
"Fruska gora - Serbia";"f1c571d2-11e3-4072-ac66-073600ce152c"
"Moesvatn - Norway";"f469e62a-1e98-41eb-af35-9bab3faf8aed"
"Sozopol - Black Sea - Bulgaria";"04c70bae-b13c-4df5-bbdb-dc2be9e9d411"
"Boergefjell - Norway";"0c1221cf-5e37-4a40-bcee-a2d85dc8969f"
"Dividalen - Norway";"35cddb94-0c01-45ea-96fc-351ace2e088d"
"Gutulia - Norway";"85f200be-f34a-49c2-b894-a0d0cb3c3b1e"
"Lund - Norway";"1d792727-6bd0-4fda-a3f8-33972f3c4fff"
"Solhomfjell - Norway";"7f0512f8-3174-4294-bf59-fbd46193bea3"
"Ore estuary (Orefjarden), Umea Marine Sciences Centre (LTER) - Sweden";"fa9e4d17-3c60-4295-a9e3-64d4b7c1ab09"
"Birkenes - Norway";"68af6e55-e241-4afe-a3a6-32e79eef12fb"
"LTSER Zone Atelier Pyrénées-Garonne - France";"e5cf07bb-f849-4034-babe-ff0a47cbc33a"
"Station Linné, Öland - Sweden";"8e20a701-1128-4225-9b22-ea145b091d91"
"Tönnersjöheden Experimental Forest and research station - Sweden";"ac383c6d-4caa-481b-af71-bf040255ec1f"
"Bosco Fontana - Italy";"0585b394-faf2-4850-913f-6351aace73e4"
"Velika Morava - Serbia";"5bc9428a-46e2-48c3-beb5-aec13d06f0fe"
"Aukstaitija Integrated Monitoring Station - Lithuania";"fad7f221-25f3-4286-a1b3-43a5f010a3e3"
"Istituto Scientifico Angelo Mosso (MOSSO) - Italy";"17210eba-d832-4759-89fa-9ff127cbdf6e"
"LTER Observatory HAUSGARTEN - Germany";"f6d9ed12-6bc1-47fb-8e81-ef24e9579596"
"Devin thermophilous woods - Czechia";"9764b567-94cd-444b-adcb-5e6bc84435aa"
"Bialowieza National Park - Poland";"ed872695-0789-4afe-a9f6-ccc584d3b725"
"Avdat (AVD) - Israel";"fcc28bb3-551a-4396-819c-0589abc6be6f"
"Gilat (GLT), LTSER Northen Negev - Israel";"f6fcfb89-8194-4aa1-b4b2-427bf6e00e54"
"Karei Deshe (KRD) - Israel";"46db8855-a7b5-4937-8b5a-dd1f13a82606"
"Nizzanim (NIM) - Israel";"72ebc320-a76b-4b49-b0a3-7a885408e18c"
"Ramat Hanadiv (RHD) - Israel";"72f45e87-4e2d-4ea2-8bc9-4ddfac67a2a7"
"Shagririm (SGM), LTSER Northern Negev - Israel";"c8fa7e22-d940-49c1-9262-a5cdaa344616"
"Kevo Subarctic Research Institute (Kevo LTER) - Finland";"3f6a14de-1efb-4c06-8d1a-ce5765fe59e8"
"Lammi LTER - Finland";"a43d31c8-6219-4ab8-ac41-6088cb56b12b"
"Western Gulf of Finland LTER site WelFin - Finland";"c763fa3d-ca06-4d88-8c59-9d56cb70f4f2"
"Oulanka Research Station (Oulanka LTER) - Finland";"f81f30bb-6e2b-4a11-9b65-266fee2ae330"
"The City of Lodz LTSER - Poland";"6c81a46f-a830-4bc1-8ccd-a0f023583ec7"
"Kampinoski National Park - Poland";"e738e254-0ee5-4b8f-bf98-f27a7dce1948"
"The Sulejow Reservoir LTER - Poland";"8b9d04ca-0798-4f7f-91cd-82c91f881c8e"
"Lake Gårdsjön catchment - Sweden";"9abbb750-8325-4a00-a801-db9cf3a2df13"
"Comune Fontainemore, Riserva Naturale Mont Mars (MARS) - Italy";"46a11350-4bd3-4f97-874f-bfc012305633"
"Darss-Zingst Bodden - Germany";"49edf45b-de80-49b7-9fa7-2b5e81815cb9"
"LTSER Engure - Latvia";"66431807-ebf1-477f-aa52-3716542f3378"
"Mazsalaca Pine - Latvia";"ebdf1a2b-b815-4808-92cd-971a501d356d"
"Reservoir of Riga Hydropower Station on the River Daugava - Latvia";"32370e5d-9da5-4f8c-9198-875f61b9c695"
"Randu meadows - Latvia";"61c188bc-8915-4488-8d92-6d38483406c0"
"Bab - Slovakia";"79e10639-dd60-4f30-9c43-7b2bae0f359a"
"Jalovecka dolina - Slovakia";"e13f1146-b97a-4bc5-9bc5-65322379a567"
